cve_id,cwe_id
CVE-2023-20131,CWE-79
CVE-2023-20171,CWE-602
CVE-2023-20120,CWE-79
CVE-2023-20116,CWE-835
CVE-2023-20164,CWE-78
CVE-2023-20132,CWE-79
CVE-2023-20197,CWE-835
CVE-2023-20170,CWE-78
CVE-2023-20136,CWE-648
CVE-2023-20134,CWE-434
CVE-2023-20179,CWE-79
CVE-2023-20195,CWE-434
CVE-2023-20173,CWE-611
CVE-2023-20122,CWE-78
CVE-2023-20193,CWE-78
CVE-2023-20155,CWE-770
CVE-2023-20183,CWE-552
CVE-2023-20174,CWE-611
CVE-2023-20184,CWE-552
CVE-2023-20152,CWE-78
CVE-2023-20172,CWE-602
CVE-2023-20166,CWE-22
CVE-2023-20153,CWE-78
CVE-2023-20121,CWE-78
CVE-2023-20167,CWE-22
CVE-2023-20110,CWE-89
CVE-2023-20163,CWE-78
CVE-2023-20123,CWE-294
CVE-2023-20196,CWE-434
CVE-2023-20101,CWE-798
CVE-2023-20113,CWE-352
CVE-2023-2296,CWE-79
CVE-2023-2288,CWE-502
CVE-2023-2252,CWE-22
CVE-2023-2204,CWE-89
CVE-2023-2286,CWE-352
CVE-2023-2251,CWE-248
CVE-2023-2245,CWE-434
CVE-2023-2294,CWE-79
CVE-2023-2219,CWE-79
CVE-2023-2211,CWE-89
CVE-2023-2256,CWE-79
CVE-2023-2220,CWE-79
CVE-2023-2228,CWE-352
CVE-2023-2299,CWE-862
CVE-2023-2209,CWE-89
CVE-2023-2259,CWE-94
CVE-2023-2243,CWE-89
CVE-2023-2254,CWE-79
CVE-2023-2241,CWE-122
CVE-2023-2232,CWE-1333
CVE-2023-2210,CWE-89
CVE-2023-2224,CWE-79
CVE-2023-2268,CWE-862
CVE-2023-2293,CWE-79
CVE-2023-2214,CWE-89
CVE-2023-2205,CWE-89
CVE-2023-2236,CWE-416
CVE-2023-2216,CWE-79
CVE-2023-2244,CWE-89
CVE-2023-2212,CWE-89
CVE-2023-2218,CWE-89
CVE-2023-2213,CWE-89
CVE-2023-2201,CWE-89
CVE-2023-2226,CWE-125
CVE-2023-2203,CWE-416
CVE-2023-2260,CWE-639
CVE-2023-2217,CWE-89
CVE-2023-2206,CWE-89
CVE-2023-2223,CWE-79
CVE-2023-2249,CWE-829
CVE-2023-2276,CWE-639
CVE-2023-2253,CWE-770
CVE-2023-2239,CWE-359
CVE-2023-2246,CWE-434
CVE-2023-2273,CWE-22
CVE-2023-2242,CWE-89
CVE-2023-2298,CWE-79
CVE-2023-2208,CWE-89
CVE-2023-2200,CWE-79
CVE-2023-2207,CWE-89
CVE-2023-2215,CWE-89
CVE-2023-2258,CWE-1236
CVE-2008-10003,CWE-89
CVE-2008-10002,CWE-79
CVE-2008-10004,CWE-89
CVE-2008-10001,CWE-79
CVE-2008-3280,CWE-338
CVE-2008-7272,CWE-312
CVE-2008-7273,CWE-59
CVE-2008-7321,CWE-79
CVE-2013-3321,CWE-829
CVE-2013-3320,CWE-79
CVE-2013-3322,CWE-78
CVE-2013-5658,CWE-79
CVE-2013-5661,CWE-290
CVE-2013-5656,CWE-787
CVE-2013-5659,CWE-787
CVE-2013-0185,CWE-352
CVE-2013-0195,CWE-79
CVE-2013-0161,CWE-79
CVE-2013-0194,CWE-79
CVE-2013-0193,CWE-79
CVE-2013-0186,CWE-79
CVE-2013-1895,CWE-307
CVE-2013-1809,CWE-59
CVE-2013-4411,CWE-863
CVE-2013-4423,CWE-522
CVE-2013-4410,CWE-863
CVE-2013-4441,CWE-307
CVE-2013-1931,CWE-79
CVE-2013-1932,CWE-79
CVE-2013-1934,CWE-79
CVE-2013-1945,CWE-829
CVE-2013-1938,CWE-79
CVE-2013-1916,CWE-434
CVE-2013-0725,CWE-427
CVE-2013-0739,CWE-79
CVE-2013-0738,CWE-79
CVE-2013-0737,CWE-79
CVE-2013-1666,CWE-94
CVE-2013-1642,CWE-79
CVE-2013-3591,CWE-434
CVE-2013-3565,CWE-79
CVE-2013-2513,CWE-77
CVE-2013-2512,CWE-78
CVE-2013-2565,CWE-22
CVE-2013-2516,CWE-77
CVE-2013-1055,CWE-404
CVE-2013-1053,CWE-327
CVE-2013-1054,CWE-404
CVE-2013-1426,CWE-79
CVE-2013-1400,CWE-89
CVE-2013-1420,CWE-79
CVE-2013-1410,CWE-79
CVE-2013-1401,CWE-89
CVE-2013-1429,CWE-59
CVE-2013-1422,CWE-203
CVE-2013-1425,CWE-276
CVE-2013-4184,CWE-59
CVE-2013-4107,CWE-79
CVE-2013-4158,CWE-79
CVE-2013-4170,CWE-79
CVE-2013-4109,CWE-79
CVE-2013-4168,CWE-79
CVE-2013-4133,CWE-404
CVE-2013-4104,CWE-326
CVE-2013-4106,CWE-79
CVE-2013-3722,CWE-835
CVE-2013-3703,CWE-862
CVE-2013-0326,CWE-732
CVE-2013-0264,CWE-295
CVE-2013-0283,CWE-79
CVE-2013-0202,CWE-79
CVE-2013-0286,CWE-79
CVE-2013-0203,CWE-79
CVE-2013-0803,CWE-434
CVE-2013-3247,CWE-787
CVE-2013-3246,CWE-787
CVE-2013-20002,CWE-434
CVE-2013-2738,CWE-89
CVE-2013-2745,CWE-89
CVE-2013-2773,CWE-426
CVE-2013-2764,CWE-601
CVE-2013-2714,CWE-79
CVE-2013-2739,CWE-787
CVE-2013-1592,CWE-120
CVE-2013-1593,CWE-129
CVE-2013-6056,CWE-22
CVE-2013-6022,CWE-79
CVE-2013-3942,CWE-426
CVE-2013-3944,CWE-787
CVE-2013-3939,CWE-787
CVE-2013-3946,CWE-787
CVE-2013-3932,CWE-89
CVE-2013-3936,CWE-79
CVE-2013-3941,CWE-787
CVE-2013-3937,CWE-787
CVE-2013-3960,CWE-862
CVE-2013-3935,CWE-352
CVE-2013-3931,CWE-79
CVE-2013-7370,CWE-79
CVE-2013-7390,CWE-434
CVE-2013-7371,CWE-79
CVE-2013-7351,CWE-79
CVE-2013-2805,CWE-125
CVE-2013-2807,CWE-125
CVE-2013-2830,CWE-416
CVE-2013-2806,CWE-190
CVE-2013-2108,CWE-352
CVE-2013-2166,CWE-326
CVE-2013-2106,CWE-522
CVE-2013-2198,CWE-863
CVE-2013-2101,CWE-79
CVE-2013-2109,CWE-352
CVE-2013-5113,CWE-522
CVE-2013-7285,CWE-78
CVE-2013-7201,CWE-295
CVE-2013-7287,CWE-326
CVE-2013-7286,CWE-326
CVE-2013-7476,CWE-352
CVE-2013-7473,CWE-352
CVE-2013-7464,CWE-352
CVE-2013-7466,CWE-22
CVE-2013-7479,CWE-79
CVE-2013-7485,CWE-79
CVE-2013-7469,CWE-326
CVE-2013-7474,CWE-79
CVE-2013-7486,CWE-79
CVE-2013-7467,CWE-79
CVE-2013-7481,CWE-79
CVE-2013-7477,CWE-79
CVE-2013-7488,CWE-835
CVE-2013-7491,CWE-787
CVE-2013-7480,CWE-79
CVE-2013-7478,CWE-79
CVE-2013-7472,CWE-79
CVE-2013-7468,CWE-94
CVE-2013-7482,CWE-79
CVE-2013-7475,CWE-79
CVE-2013-7484,CWE-326
CVE-2013-7489,CWE-502
CVE-2013-2260,CWE-331
CVE-2013-2267,CWE-94
CVE-2013-2255,CWE-295
CVE-2013-2228,CWE-307
CVE-2013-2257,CWE-307
CVE-2013-2213,CWE-327
CVE-2013-2294,CWE-79
CVE-2013-2474,CWE-22
CVE-2013-3494,CWE-426
CVE-2013-3488,CWE-120
CVE-2013-3486,CWE-190
CVE-2013-3492,CWE-787
CVE-2013-3489,CWE-120
CVE-2013-3493,CWE-190
CVE-2013-6785,CWE-22
CVE-2013-6772,CWE-1021
CVE-2013-2008,CWE-79
CVE-2013-2057,CWE-434
CVE-2013-2075,CWE-120
CVE-2013-2011,CWE-116
CVE-2013-2018,CWE-89
CVE-2013-2092,CWE-79
CVE-2013-2091,CWE-89
CVE-2013-2060,CWE-78
CVE-2013-2049,CWE-384
CVE-2013-2024,CWE-78
CVE-2013-5594,CWE-1021
CVE-2013-1351,CWE-294
CVE-2013-1350,CWE-863
CVE-2013-1353,CWE-79
CVE-2013-1352,CWE-798
CVE-2013-4561,CWE-377
CVE-2013-4572,CWE-384
CVE-2013-4521,CWE-502
CVE-2013-4582,CWE-829
CVE-2013-0507,CWE-384
CVE-2013-0517,CWE-78
CVE-2013-0592,CWE-79
CVE-2013-0594,CWE-601
CVE-2013-4227,CWE-352
CVE-2013-4253,CWE-377
CVE-2013-4226,CWE-862
CVE-2013-4225,CWE-79
CVE-2013-4281,CWE-276
CVE-2013-4235,CWE-367
CVE-2013-4211,CWE-94
CVE-2013-4241,CWE-79
CVE-2013-4275,CWE-79
CVE-2013-4228,CWE-863
CVE-2013-4267,CWE-78
CVE-2013-2999,CWE-79
CVE-2013-4968,CWE-79
CVE-2013-4693,CWE-79
CVE-2013-4695,CWE-763
CVE-2013-4665,CWE-352
CVE-2013-4691,CWE-79
CVE-2013-4692,CWE-79
CVE-2013-4664,CWE-79
CVE-2013-6364,CWE-79
CVE-2013-6365,CWE-352
CVE-2013-6358,CWE-434
CVE-2013-6239,CWE-79
CVE-2013-6225,CWE-22
CVE-2013-6234,CWE-434
CVE-2013-6275,CWE-352
CVE-2013-6242,CWE-79
CVE-2013-4334,CWE-611
CVE-2013-4364,CWE-59
CVE-2013-4357,CWE-120
CVE-2013-4335,CWE-776
CVE-2013-4333,CWE-611
CVE-2013-4303,CWE-79
CVE-2013-4395,CWE-79
CVE-2013-6878,CWE-79
CVE-2013-6879,CWE-209
CVE-2013-6880,CWE-79
CVE-2013-5743,CWE-89
CVE-2013-5988,CWE-79
CVE-2013-5978,CWE-79
CVE-2013-5212,CWE-79
CVE-2013-10028,CWE-79
CVE-2013-10008,CWE-89
CVE-2013-10017,CWE-89
CVE-2013-10029,CWE-352
CVE-2013-10018,CWE-89
CVE-2013-10016,CWE-89
CVE-2013-10021,CWE-79
CVE-2013-10025,CWE-352
CVE-2013-10003,CWE-89
CVE-2013-10009,CWE-89
CVE-2013-10004,CWE-307
CVE-2013-10006,CWE-208
CVE-2013-10026,CWE-79
CVE-2013-10023,CWE-89
CVE-2013-10015,CWE-89
CVE-2013-10014,CWE-89
CVE-2013-10027,CWE-352
CVE-2013-10002,CWE-798
CVE-2013-10011,CWE-89
CVE-2013-10012,CWE-89
CVE-2013-10019,CWE-89
CVE-2013-10020,CWE-79
CVE-2013-10010,CWE-79
CVE-2013-10022,CWE-79
CVE-2013-10005,CWE-835
CVE-2013-10013,CWE-89
CVE-2013-3684,CWE-434
CVE-2013-3638,CWE-89
CVE-2013-3636,CWE-79
CVE-2013-3637,CWE-79
CVE-2013-3635,CWE-79
CVE-2013-6430,CWE-79
CVE-2013-6461,CWE-776
CVE-2013-6460,CWE-776
CVE-2013-6495,CWE-79
CVE-2013-6451,CWE-79
CVE-2013-4718,CWE-79
CVE-2013-4796,CWE-434
CVE-2013-4792,CWE-352
CVE-2013-4791,CWE-79
CVE-2013-4743,CWE-120
CVE-2013-4752,CWE-79
CVE-2013-4770,CWE-79
CVE-2013-4717,CWE-89
CVE-2013-1771,CWE-532
CVE-2013-1760,CWE-79
CVE-2013-1793,CWE-306
CVE-2013-2637,CWE-79
CVE-2013-2623,CWE-79
CVE-2013-2622,CWE-79
CVE-2013-2621,CWE-601
CVE-2013-3000,CWE-89
CVE-2013-3001,CWE-22
CVE-2013-4891,CWE-79
CVE-2013-7071,CWE-79
CVE-2013-7088,CWE-120
CVE-2013-7062,CWE-79
CVE-2013-7098,CWE-787
CVE-2019-19805,CWE-203
CVE-2019-19856,CWE-79
CVE-2019-19846,CWE-89
CVE-2019-19847,CWE-787
CVE-2019-19821,CWE-79
CVE-2019-19887,CWE-476
CVE-2019-19826,CWE-502
CVE-2019-19898,CWE-319
CVE-2019-19886,CWE-404
CVE-2019-19802,CWE-862
CVE-2019-19849,CWE-502
CVE-2019-19875,CWE-77
CVE-2019-19818,CWE-125
CVE-2019-19844,CWE-640
CVE-2019-19880,CWE-476
CVE-2019-19874,CWE-77
CVE-2019-19893,CWE-22
CVE-2019-19877,CWE-22
CVE-2019-19800,CWE-306
CVE-2019-19816,CWE-787
CVE-2019-19806,CWE-209
CVE-2019-19872,CWE-77
CVE-2019-19882,CWE-732
CVE-2019-19865,CWE-79
CVE-2019-19894,CWE-732
CVE-2019-19819,CWE-476
CVE-2019-19876,CWE-89
CVE-2019-19829,CWE-79
CVE-2019-19852,CWE-79
CVE-2019-19810,CWE-502
CVE-2019-19899,CWE-862
CVE-2019-19845,CWE-22
CVE-2019-19854,CWE-352
CVE-2019-19813,CWE-416
CVE-2019-19866,CWE-639
CVE-2019-19855,CWE-79
CVE-2019-19896,CWE-276
CVE-2019-19851,CWE-79
CVE-2019-19820,CWE-763
CVE-2019-19895,CWE-732
CVE-2019-19848,CWE-22
CVE-2019-19858,CWE-79
CVE-2019-19897,CWE-78
CVE-2019-19850,CWE-89
CVE-2019-19888,CWE-369
CVE-2019-19833,CWE-352
CVE-2019-19817,CWE-125
CVE-2019-20914,CWE-476
CVE-2019-20913,CWE-125
CVE-2019-20918,CWE-416
CVE-2019-20900,CWE-79
CVE-2019-20907,CWE-835
CVE-2019-20925,CWE-839
CVE-2019-20917,CWE-476
CVE-2019-20919,CWE-476
CVE-2019-20909,CWE-476
CVE-2019-20910,CWE-125
CVE-2019-20911,CWE-835
CVE-2019-20920,CWE-94
CVE-2019-20903,CWE-79
CVE-2019-20915,CWE-125
CVE-2019-20901,CWE-601
CVE-2019-20912,CWE-787
CVE-2019-20924,CWE-754
CVE-2019-20921,CWE-79
CVE-2019-20916,CWE-22
CVE-2019-20523,CWE-79
CVE-2019-20525,CWE-79
CVE-2019-20529,CWE-306
CVE-2019-20511,CWE-79
CVE-2019-20516,CWE-79
CVE-2019-20503,CWE-125
CVE-2019-20512,CWE-79
CVE-2019-20504,CWE-78
CVE-2019-20514,CWE-79
CVE-2019-20527,CWE-79
CVE-2019-20520,CWE-79
CVE-2019-20502,CWE-120
CVE-2019-20518,CWE-79
CVE-2019-20513,CWE-79
CVE-2019-20517,CWE-79
CVE-2019-20528,CWE-79
CVE-2019-20515,CWE-79
CVE-2019-20521,CWE-79
CVE-2019-20522,CWE-79
CVE-2019-20524,CWE-79
CVE-2019-20526,CWE-79
CVE-2019-20519,CWE-79
CVE-2019-18677,CWE-352
CVE-2019-18683,CWE-416
CVE-2019-18670,CWE-427
CVE-2019-18643,CWE-434
CVE-2019-18645,CWE-59
CVE-2019-18656,CWE-79
CVE-2019-18684,CWE-362
CVE-2019-18632,CWE-295
CVE-2019-18662,CWE-89
CVE-2019-18615,CWE-312
CVE-2019-18667,CWE-79
CVE-2019-18663,CWE-89
CVE-2019-18622,CWE-89
CVE-2019-18633,CWE-295
CVE-2019-18665,CWE-22
CVE-2019-18609,CWE-787
CVE-2019-18676,CWE-787
CVE-2019-18646,CWE-89
CVE-2019-18635,CWE-476
CVE-2019-18649,CWE-79
CVE-2019-18664,CWE-79
CVE-2019-18644,CWE-367
CVE-2019-18626,CWE-639
CVE-2019-18636,CWE-79
CVE-2019-18674,CWE-862
CVE-2019-18610,CWE-862
CVE-2019-18650,CWE-352
CVE-2019-18601,CWE-502
CVE-2019-18659,CWE-290
CVE-2019-18602,CWE-908
CVE-2019-18648,CWE-79
CVE-2019-18678,CWE-444
CVE-2019-18658,CWE-59
CVE-2019-18603,CWE-908
CVE-2019-18655,CWE-787
CVE-2019-18634,CWE-787
CVE-2019-18647,CWE-77
CVE-2019-9498,CWE-346
CVE-2019-9493,CWE-798
CVE-2019-9495,CWE-203
CVE-2019-9486,CWE-367
CVE-2019-9499,CWE-346
CVE-2019-9488,CWE-611
CVE-2019-9496,CWE-642
CVE-2019-9482,CWE-862
CVE-2019-9494,CWE-203
CVE-2019-9497,CWE-301
CVE-2019-7006,CWE-327
CVE-2019-7092,CWE-79
CVE-2019-7001,CWE-89
CVE-2019-7000,CWE-79
CVE-2019-7004,CWE-79
CVE-2019-7091,CWE-502
CVE-2019-7003,CWE-89
CVE-2019-7007,CWE-22
CVE-2019-6341,CWE-79
CVE-2019-6333,CWE-427
CVE-2019-6340,CWE-502
CVE-2019-6338,CWE-502
CVE-2019-1445,CWE-346
CVE-2019-1428,CWE-787
CVE-2019-1426,CWE-787
CVE-2019-1462,CWE-908
CVE-2019-1443,CWE-434
CVE-2019-1447,CWE-346
CVE-2019-1486,CWE-601
CVE-2019-1442,CWE-346
CVE-2019-1425,CWE-59
CVE-2019-1457,CWE-732
CVE-2019-1427,CWE-787
CVE-2019-4364,CWE-1236
CVE-2019-4311,CWE-863
CVE-2019-4339,CWE-326
CVE-2019-4387,CWE-89
CVE-2019-4393,CWE-307
CVE-2019-4342,CWE-79
CVE-2019-4305,CWE-565
CVE-2019-4303,CWE-79
CVE-2019-4388,CWE-79
CVE-2019-4398,CWE-552
CVE-2019-4304,CWE-384
CVE-2019-4338,CWE-770
CVE-2019-4330,CWE-565
CVE-2019-4385,CWE-522
CVE-2019-4382,CWE-319
CVE-2019-4325,CWE-327
CVE-2019-4384,CWE-22
CVE-2019-4340,CWE-611
CVE-2019-4321,CWE-521
CVE-2019-4399,CWE-327
CVE-2019-4308,CWE-209
CVE-2019-4324,CWE-79
CVE-2019-4326,CWE-116
CVE-2019-4307,CWE-522
CVE-2019-4336,CWE-307
CVE-2019-4391,CWE-611
CVE-2019-4343,CWE-863
CVE-2019-4309,CWE-798
CVE-2019-4392,CWE-798
CVE-2019-4314,CWE-312
CVE-2019-4323,CWE-1021
CVE-2019-4327,CWE-798
CVE-2019-4337,CWE-306
CVE-2019-4335,CWE-522
CVE-2019-4310,CWE-307
CVE-2019-9105,CWE-306
CVE-2019-9114,CWE-787
CVE-2019-9158,CWE-294
CVE-2019-9184,CWE-89
CVE-2019-9137,CWE-190
CVE-2019-9170,CWE-639
CVE-2019-9176,CWE-352
CVE-2019-9162,CWE-787
CVE-2019-9108,CWE-79
CVE-2019-9194,CWE-78
CVE-2019-9181,CWE-434
CVE-2019-9106,CWE-22
CVE-2019-9148,CWE-295
CVE-2019-9182,CWE-352
CVE-2019-9169,CWE-125
CVE-2019-9136,CWE-787
CVE-2019-9155,CWE-327
CVE-2019-9193,CWE-78
CVE-2019-9167,CWE-79
CVE-2019-9115,CWE-94
CVE-2019-9147,CWE-1021
CVE-2019-9135,CWE-787
CVE-2019-9140,CWE-601
CVE-2019-9138,CWE-190
CVE-2019-9195,CWE-22
CVE-2019-9154,CWE-347
CVE-2019-9151,CWE-125
CVE-2019-9166,CWE-732
CVE-2019-9192,CWE-674
CVE-2019-9144,CWE-674
CVE-2019-9145,CWE-79
CVE-2019-9139,CWE-190
CVE-2019-9174,CWE-918
CVE-2019-9142,CWE-79
CVE-2019-9134,CWE-787
CVE-2019-9110,CWE-79
CVE-2019-9109,CWE-79
CVE-2019-9153,CWE-347
CVE-2019-9168,CWE-79
CVE-2019-9171,CWE-862
CVE-2019-9156,CWE-78
CVE-2019-9149,CWE-347
CVE-2019-9113,CWE-476
CVE-2019-9189,CWE-434
CVE-2019-9163,CWE-94
CVE-2019-9187,CWE-918
CVE-2019-9107,CWE-79
CVE-2019-9165,CWE-89
CVE-2019-9143,CWE-674
CVE-2019-9164,CWE-79
CVE-2019-9199,CWE-476
CVE-2019-9157,CWE-22
CVE-2019-9152,CWE-125
CVE-2019-9185,CWE-434
CVE-2019-10014,CWE-863
CVE-2019-10008,CWE-384
CVE-2019-10015,CWE-94
CVE-2019-10079,CWE-770
CVE-2019-10046,CWE-306
CVE-2019-10020,CWE-369
CVE-2019-10013,CWE-120
CVE-2019-10084,CWE-532
CVE-2019-10086,CWE-502
CVE-2019-10093,CWE-770
CVE-2019-10055,CWE-190
CVE-2019-10092,CWE-79
CVE-2019-10022,CWE-476
CVE-2019-10072,CWE-667
CVE-2019-10099,CWE-312
CVE-2019-10076,CWE-79
CVE-2019-10025,CWE-369
CVE-2019-10081,CWE-787
CVE-2019-10098,CWE-601
CVE-2019-10021,CWE-369
CVE-2019-10094,CWE-770
CVE-2019-10012,CWE-434
CVE-2019-10051,CWE-754
CVE-2019-10009,CWE-22
CVE-2019-10010,CWE-79
CVE-2019-10024,CWE-369
CVE-2019-10054,CWE-191
CVE-2019-10047,CWE-79
CVE-2019-10085,CWE-79
CVE-2019-10016,CWE-79
CVE-2019-10068,CWE-502
CVE-2019-10049,CWE-79
CVE-2019-10095,CWE-77
CVE-2019-10038,CWE-22
CVE-2019-10077,CWE-79
CVE-2019-10027,CWE-79
CVE-2019-10018,CWE-369
CVE-2019-10080,CWE-611
CVE-2019-10026,CWE-369
CVE-2019-10050,CWE-125
CVE-2019-10082,CWE-416
CVE-2019-10048,CWE-78
CVE-2019-10071,CWE-203
CVE-2019-10074,CWE-116
CVE-2019-10045,CWE-384
CVE-2019-10070,CWE-79
CVE-2019-10017,CWE-79
CVE-2019-10019,CWE-369
CVE-2019-10097,CWE-476
CVE-2019-10091,CWE-295
CVE-2019-10088,CWE-770
CVE-2019-10062,CWE-79
CVE-2019-10066,CWE-79
CVE-2019-10078,CWE-79
CVE-2019-10053,CWE-125
CVE-2019-10067,CWE-79
CVE-2019-10011,CWE-798
CVE-2019-10073,CWE-79
CVE-2019-10090,CWE-79
CVE-2019-10056,CWE-787
CVE-2019-10087,CWE-79
CVE-2019-10023,CWE-369
CVE-2019-10061,CWE-78
CVE-2019-10064,CWE-331
CVE-2019-10089,CWE-79
CVE-2019-10069,CWE-502
CVE-2019-5063,CWE-787
CVE-2019-5038,CWE-787
CVE-2019-5076,CWE-787
CVE-2019-5018,CWE-416
CVE-2019-5041,CWE-787
CVE-2019-5020,CWE-617
CVE-2019-5052,CWE-190
CVE-2019-5047,CWE-416
CVE-2019-5084,CWE-787
CVE-2019-5030,CWE-787
CVE-2019-5088,CWE-787
CVE-2019-5009,CWE-434
CVE-2019-5086,CWE-190
CVE-2019-5070,CWE-89
CVE-2019-5093,CWE-190
CVE-2019-5083,CWE-787
CVE-2019-5089,CWE-190
CVE-2019-5008,CWE-476
CVE-2019-5048,CWE-787
CVE-2019-5023,CWE-772
CVE-2019-5050,CWE-787
CVE-2019-5031,CWE-770
CVE-2019-5096,CWE-416
CVE-2019-5029,CWE-78
CVE-2019-5066,CWE-416
CVE-2019-5090,CWE-125
CVE-2019-5033,CWE-125
CVE-2019-5091,CWE-835
CVE-2019-5032,CWE-125
CVE-2019-5069,CWE-502
CVE-2019-5068,CWE-277
CVE-2019-5051,CWE-787
CVE-2019-5040,CWE-190
CVE-2019-5087,CWE-190
CVE-2019-5046,CWE-787
CVE-2019-5042,CWE-416
CVE-2019-5053,CWE-416
CVE-2019-5058,CWE-787
CVE-2019-5099,CWE-191
CVE-2019-5045,CWE-787
CVE-2019-5061,CWE-440
CVE-2019-5097,CWE-835
CVE-2019-5059,CWE-190
CVE-2019-5064,CWE-787
CVE-2019-5060,CWE-190
CVE-2019-5092,CWE-787
CVE-2019-5062,CWE-346
CVE-2019-5095,CWE-862
CVE-2019-5065,CWE-125
CVE-2019-5011,CWE-459
CVE-2019-5039,CWE-787
CVE-2019-5067,CWE-908
CVE-2019-5085,CWE-190
CVE-2019-5010,CWE-476
CVE-2019-5094,CWE-787
CVE-2019-5057,CWE-787
CVE-2019-5019,CWE-787
CVE-2019-16866,CWE-908
CVE-2019-16867,CWE-22
CVE-2019-16878,CWE-79
CVE-2019-16884,CWE-863
CVE-2019-16876,CWE-22
CVE-2019-16869,CWE-444
CVE-2019-16890,CWE-79
CVE-2019-16871,CWE-290
CVE-2019-16891,CWE-502
CVE-2019-16894,CWE-89
CVE-2019-16881,CWE-416
CVE-2019-16868,CWE-22
CVE-2019-16865,CWE-770
CVE-2019-16873,CWE-79
CVE-2019-16887,CWE-120
CVE-2019-16862,CWE-79
CVE-2019-16880,CWE-415
CVE-2019-16896,CWE-59
CVE-2019-16885,CWE-94
CVE-2019-16882,CWE-416
CVE-2019-11408,CWE-79
CVE-2019-11452,CWE-89
CVE-2019-11477,CWE-190
CVE-2019-11454,CWE-79
CVE-2019-11456,CWE-352
CVE-2019-11411,CWE-787
CVE-2019-11482,CWE-367
CVE-2019-11478,CWE-770
CVE-2019-11412,CWE-670
CVE-2019-11455,CWE-125
CVE-2019-11450,CWE-89
CVE-2019-11464,CWE-79
CVE-2019-11448,CWE-89
CVE-2019-11466,CWE-306
CVE-2019-11486,CWE-362
CVE-2019-11498,CWE-824
CVE-2019-11481,CWE-59
CVE-2019-11490,CWE-415
CVE-2019-11445,CWE-434
CVE-2019-11474,CWE-787
CVE-2019-11402,CWE-522
CVE-2019-11451,CWE-89
CVE-2019-11496,CWE-306
CVE-2019-11401,CWE-434
CVE-2019-11459,CWE-908
CVE-2019-11457,CWE-352
CVE-2019-11484,CWE-190
CVE-2019-11471,CWE-416
CVE-2019-11480,CWE-353
CVE-2019-11497,CWE-295
CVE-2019-11409,CWE-78
CVE-2019-11447,CWE-434
CVE-2019-11449,CWE-79
CVE-2019-11426,CWE-79
CVE-2019-11428,CWE-79
CVE-2019-11495,CWE-335
CVE-2019-11419,CWE-476
CVE-2019-11427,CWE-79
CVE-2019-11494,CWE-476
CVE-2019-11473,CWE-125
CVE-2019-11446,CWE-434
CVE-2019-11429,CWE-79
CVE-2019-11492,CWE-532
CVE-2019-11406,CWE-79
CVE-2019-11469,CWE-89
CVE-2019-11465,CWE-532
CVE-2019-11472,CWE-369
CVE-2019-11458,CWE-502
CVE-2019-11479,CWE-770
CVE-2019-11410,CWE-78
CVE-2019-11463,CWE-401
CVE-2019-11413,CWE-674
CVE-2019-11444,CWE-78
CVE-2019-10474,CWE-276
CVE-2019-10419,CWE-522
CVE-2019-10439,CWE-862
CVE-2019-10456,CWE-352
CVE-2019-10446,CWE-295
CVE-2019-10430,CWE-312
CVE-2019-10420,CWE-522
CVE-2019-10467,CWE-522
CVE-2019-10401,CWE-79
CVE-2019-10438,CWE-862
CVE-2019-10403,CWE-79
CVE-2019-10459,CWE-522
CVE-2019-10462,CWE-352
CVE-2019-10442,CWE-862
CVE-2019-10449,CWE-312
CVE-2019-10441,CWE-352
CVE-2019-10404,CWE-79
CVE-2019-10413,CWE-522
CVE-2019-10411,CWE-319
CVE-2019-10463,CWE-276
CVE-2019-10460,CWE-522
CVE-2019-10437,CWE-352
CVE-2019-10472,CWE-276
CVE-2019-10451,CWE-312
CVE-2019-10469,CWE-276
CVE-2019-10434,CWE-319
CVE-2019-10416,CWE-522
CVE-2019-10468,CWE-352
CVE-2019-10454,CWE-352
CVE-2019-10432,CWE-79
CVE-2019-10471,CWE-352
CVE-2019-10406,CWE-79
CVE-2019-10464,CWE-352
CVE-2019-10465,CWE-276
CVE-2019-10453,CWE-312
CVE-2019-10421,CWE-522
CVE-2019-10422,CWE-522
CVE-2019-10455,CWE-862
CVE-2019-10476,CWE-522
CVE-2019-10448,CWE-522
CVE-2019-10415,CWE-522
CVE-2019-10402,CWE-79
CVE-2019-10414,CWE-522
CVE-2019-10431,CWE-94
CVE-2019-10409,CWE-862
CVE-2019-10466,CWE-611
CVE-2019-10457,CWE-862
CVE-2019-10443,CWE-312
CVE-2019-10475,CWE-79
CVE-2019-10427,CWE-319
CVE-2019-10425,CWE-522
CVE-2019-10428,CWE-319
CVE-2019-10408,CWE-352
CVE-2019-10424,CWE-522
CVE-2019-10410,CWE-79
CVE-2019-10440,CWE-312
CVE-2019-10426,CWE-522
CVE-2019-10445,CWE-862
CVE-2019-10470,CWE-276
CVE-2019-10461,CWE-522
CVE-2019-10473,CWE-276
CVE-2019-10429,CWE-522
CVE-2019-10450,CWE-312
CVE-2019-10423,CWE-522
CVE-2019-10405,CWE-79
CVE-2019-10452,CWE-312
CVE-2019-10433,CWE-312
CVE-2019-10447,CWE-312
CVE-2019-10412,CWE-319
CVE-2019-10444,CWE-295
