,cve_id,cwe_id,vendor,product,package_type,software_type,language
10041,CVE-2020-2296,CWE-352,jenkins,shared_objects,github,library,Java
10042,CVE-2020-2211,CWE-502,jenkins,kubernetes_ci,github,library,Java
10043,CVE-2020-2283,CWE-79,jenkins,liquibase_runner,github,library,Java
10044,CVE-2020-2258,CWE-863,jenkins,health_advisor_by_cloudbees,github,library,Java
10045,CVE-2020-2267,CWE-862,jenkins,mongodb,github,framework,Java
10046,CVE-2020-2204,CWE-862,jenkins,fortify_on_demand,github,library,Java
10047,CVE-2020-2213,CWE-522,jenkins,white_source,github,library,Java
10048,CVE-2020-2236,CWE-79,jenkins,yet_another_build_visualizer,github,library,Java
10049,CVE-2020-2248,CWE-79,jenkins,jsgames,github,library,JavaScript
10050,CVE-2020-2285,CWE-862,jenkins,liquibase_runner,github,library,Java
10051,CVE-2020-2233,CWE-863,jenkins,pipeline_maven_integration,github,library,Java
10052,CVE-2020-2219,CWE-79,jenkins,link_column,github,library,Java
10053,CVE-2020-2295,CWE-352,barchart,maven_cascade_release,github,library,Java
10054,CVE-2020-2241,CWE-352,jenkins,database,github,library,Java
10055,CVE-2020-2282,CWE-862,jenkins,implied_labels,github,library,Java
10056,CVE-2020-2260,CWE-862,jenkins,perfecto,github,library,Java
10057,CVE-2020-2227,CWE-79,jenkins,deployer_framework,github,library,Java
10058,CVE-2020-2292,CWE-79,jenkins,release,github,library,Java
10059,CVE-2020-2262,CWE-79,jenkins,android_lint,github,library,Java
10060,CVE-2020-2217,CWE-79,praqma,compatibility_action_storage,github,library,Java
10061,CVE-2020-2290,CWE-79,jenkins,active_choices,github,library,Java
10062,CVE-2020-2275,CWE-22,jenkins,copy_data_to_workspace,github,library,Java
10063,CVE-2020-2251,CWE-319,jenkins,soapui_pro_functional_testing,github,library,Java
10064,CVE-2020-2284,CWE-611,jenkins,liquibase_runner,github,library,Java
10065,CVE-2020-2238,CWE-79,jenkins,git_parameter,github,library,Java
10066,CVE-2020-2268,CWE-352,jenkins,mongodb,github,framework,Java
10067,CVE-2020-2270,CWE-79,jenkins,clearcase_release,github,library,Java
10068,CVE-2020-2244,CWE-79,jenkins,build_failure_analyzer,github,library,Java
10069,CVE-2020-2200,CWE-78,jenkins,play_framework,github,library,Java
10070,CVE-2020-2255,CWE-862,jenkins,blue_ocean,github,library,Java
10071,CVE-2020-2218,CWE-522,hp_application_lifecycle_management_quality_center_project,hp_application_lifecycle_management_quality_center,github,library,Java
10072,CVE-2020-2245,CWE-611,jenkins,valgrind,github,library,Java
10073,CVE-2020-2205,CWE-79,jenkins,vncrecorder,github,library,Java
10074,CVE-2020-2256,CWE-79,jenkins,pipeline_maven_integration,github,library,Java
10075,CVE-2020-2214,CWE-79,jenkins,zap_pipeline,github,library,Java
10076,CVE-2020-2264,CWE-79,jenkins,custom_job_icon,github,library,Java
10077,CVE-2020-2259,CWE-79,jenkins,computer_queue,github,library,Java
10078,CVE-2020-2274,CWE-312,jenkins,elastest,github,library,Java
10079,CVE-2020-2210,CWE-319,jenkins,stash_branch_parameter,github,library,Java
10080,CVE-2020-2201,CWE-79,jenkins,sonargraph_integration,github,library,Java
10081,CVE-2020-2280,CWE-352,jenkins,warnings,github,library,Java
10082,CVE-2020-2266,CWE-79,jenkins,description_column,github,library,Java
10083,CVE-2020-2269,CWE-79,jenkins,chosen-views-tabbar,github,library,JavaScript
10084,CVE-2020-2237,CWE-352,jenkins,flaky_test_handler,github,library,Java
10085,CVE-2020-2271,CWE-79,jenkins,locked_files_report,github,library,Java
10086,CVE-2020-2224,CWE-79,jenkins,matrix_project,github,library,Java
10087,CVE-2020-2228,CWE-863,jenkins,gitlab_authentication,github,library,Java
10088,CVE-2020-2235,CWE-352,jenkins,pipeline_maven_integration,github,library,Java
10089,CVE-2020-2253,CWE-295,jenkins,email_extension,github,library,Java
10090,CVE-2020-2263,CWE-79,jenkins,radiator_view,github,library,Java
10091,CVE-2020-2240,CWE-352,jenkins,database,github,library,Java
10092,CVE-2020-2209,CWE-522,jenkins,testcomplete_support,github,library,Java
10093,CVE-2020-2215,CWE-352,jenkins,zephyr_for_jira_test_management,github,library,Java
10094,CVE-2020-2207,CWE-79,jenkins,vncviewer,github,library,Java
10095,CVE-2020-2216,CWE-862,jenkins,zephyr_for_jira_test_management,github,library,Java
10096,CVE-2020-2225,CWE-79,jenkins,matrix_project,github,library,Java
10097,CVE-2020-2246,CWE-79,jenkins,valgrind,github,library,Java
10098,CVE-2020-2203,CWE-352,jenkins,fortify_on_demand,github,library,Java
10099,CVE-2020-2202,CWE-862,jenkins,fortify_on_demand,github,library,Java
10100,CVE-2020-10212,CWE-918,tecrail,responsive_filemanager,github,framework,PHP
10101,CVE-2020-10229,CWE-352,vtenext,vtenext,github,web_app,PHP
10102,CVE-2020-10246,CWE-79,misp,misp,github,web_app,PHP
10103,CVE-2020-10235,CWE-78,froxlor,froxlor,github,utility,PHP
10104,CVE-2020-10237,CWE-362,froxlor,froxlor,github,utility,PHP
10105,CVE-2020-10227,CWE-79,vtenext,vtenext,github,web_app,PHP
10106,CVE-2020-10252,CWE-918,owncloud,owncloud,github,server,PHP
10107,CVE-2020-10228,CWE-434,vtenext,vtenext,github,web_app,PHP
10108,CVE-2020-10244,CWE-326,jpaseto_project,jpaseto,github,framework,Java
10109,CVE-2020-10247,CWE-79,misp,misp,github,web_app,PHP
10110,CVE-2020-10251,CWE-125,imagemagick,imagemagick,github,utility,C
10111,CVE-2020-14698,CWE-125,oracle,vm_virtualbox,github,utility,C
10112,CVE-2020-14676,CWE-125,oracle,vm_virtualbox,github,utility,C
10113,CVE-2020-14675,CWE-367,oracle,vm_virtualbox,github,utility,C
10114,CVE-2020-14695,CWE-125,oracle,vm_virtualbox,github,utility,C
10115,CVE-2020-14674,CWE-367,oracle,vm_virtualbox,github,utility,C
10116,CVE-2020-14694,CWE-125,oracle,vm_virtualbox,github,utility,C
10117,CVE-2020-14699,CWE-191,oracle,vm_virtualbox,github,utility,C
10118,CVE-2020-14677,CWE-367,oracle,vm_virtualbox,github,utility,C
10119,CVE-2020-21057,CWE-22,fusionpbx,fusionpbx,github,server,PHP
10120,CVE-2020-21056,CWE-22,fusionpbx,fusionpbx,github,server,PHP
10121,CVE-2020-21013,CWE-89,emlog,emlog,github,utility,PHP
10122,CVE-2020-21081,CWE-352,maccms,maccms,github,web_app,PHP
10123,CVE-2020-21052,CWE-79,zrlog,zrlog,github,framework,Java
10124,CVE-2020-21055,CWE-22,fusionpbx,fusionpbx,github,server,PHP
10125,CVE-2020-21053,CWE-79,fusionpbx,fusionpbx,github,server,PHP
10126,CVE-2020-21060,CWE-89,phpmywind,phpmywind,github,web_app,PHP
10127,CVE-2020-21003,CWE-79,pbootcms,pbootcms,github,web_app,JavaScript
10128,CVE-2020-21054,CWE-79,fusionpbx,fusionpbx,github,server,PHP
10129,CVE-2020-21082,CWE-79,maccms,maccms,github,web_app,PHP
10130,CVE-2020-21087,CWE-79,x2engine,x2crm,github,web_app,PHP
10131,CVE-2020-21066,CWE-787,axiosys,bento4,github,framework,C++
10132,CVE-2020-21088,CWE-79,x2engine,x2crm,github,web_app,PHP
10133,CVE-2020-14214,CWE-863,zammad,zammad,github,web_app,Ruby
10134,CVE-2020-14205,CWE-862,divebook_project,divebook,github,extension,PHP
10135,CVE-2020-14208,CWE-79,salesagility,suitecrm,github,framework,PHP
10136,CVE-2020-14206,CWE-79,divebook_project,divebook,github,extension,PHP
10137,CVE-2020-14207,CWE-89,divebook_project,divebook,github,extension,PHP
10138,CVE-2020-14209,CWE-434,dolibarr,dolibarr,composer,web_app,PHP
10139,CVE-2020-14298,CWE-273,redhat,openshift_container_platform,github,library,HCL
10140,CVE-2020-14213,CWE-862,zammad,zammad,github,web_app,Ruby
10141,CVE-2020-36228,CWE-191,openldap,openldap,github,server,C
10142,CVE-2020-36223,CWE-415,openldap,openldap,github,server,C
10143,CVE-2020-36246,CWE-78,amaze_file_manager_project,amaze_file_manager,github,mobile_app,Java
10144,CVE-2020-36210,CWE-787,autorand_project,autorand,github,library,Rust
10145,CVE-2020-36229,CWE-843,openldap,openldap,github,server,C
10146,CVE-2020-36221,CWE-191,openldap,openldap,github,server,C
10147,CVE-2020-36280,CWE-125,leptonica,leptonica,github,framework,C
10148,CVE-2020-36216,CWE-787,petabi,eventio,github,library,Rust
10149,CVE-2020-36225,CWE-415,openldap,openldap,github,server,C
10150,CVE-2020-36282,CWE-502,rabbitmq,jms_client,github,server,Java
10151,CVE-2020-36227,CWE-835,openldap,openldap,github,server,C
10152,CVE-2020-36230,CWE-617,openldap,openldap,github,server,C
10153,CVE-2020-36224,CWE-763,openldap,openldap,github,server,C
10154,CVE-2020-36222,CWE-617,openldap,openldap,github,server,C
10155,CVE-2020-36215,CWE-787,hashconsing_project,hashconsing,github,library,Rust
10156,CVE-2020-9514,CWE-862,idxbroker,impress_for_idx_broker,github,extension,PHP
10157,CVE-2020-9547,CWE-502,fasterxml,jackson-databind,github,framework,Java
10158,CVE-2020-9543,CWE-276,openstack,manila,github,server,Python
10159,CVE-2020-9548,CWE-502,fasterxml,jackson-databind,github,framework,Java
10160,CVE-2020-9546,CWE-502,fasterxml,jackson-databind,github,framework,Java
10161,CVE-2020-25462,CWE-787,moddable,moddable,github,framework,C
10162,CVE-2020-25470,CWE-79,antsword_project,antsword,github,utility,JavaScript
10163,CVE-2020-25464,CWE-787,moddable,moddable,github,framework,C
10164,CVE-2020-25453,CWE-352,blackcat-cms,blackcat_cms,github,web_app,PHP
10165,CVE-2020-25414,CWE-829,monstra,monstra,github,web_app,PHP
10166,CVE-2020-25465,CWE-476,moddable,moddable,github,framework,C
10167,CVE-2020-7107,CWE-79,etoilewebdesign,ultimate_faq,github,extension,PHP
10168,CVE-2020-7104,CWE-79,kibokolabs,chained_quiz,github,extension,PHP
10169,CVE-2020-2575,CWE-908,oracle,vm_virtualbox,github,utility,C
10170,CVE-2020-21244,CWE-22,frontaccounting,frontaccounting,github,web_app,PHP
10171,CVE-2020-21252,CWE-352,hongcms_project,hongcms,github,web_app,PHP
10172,CVE-2020-21238,CWE-307,chshcms,cscms,github,web_app,PHP
10173,CVE-2020-21228,CWE-79,jizhicms,jizhicms,github,web_app,PHP
10174,CVE-2020-21250,CWE-89,cszcms,csz_cms,github,web_app,PHP
10175,CVE-2020-36321,CWE-22,vaadin,vaadin,github,framework,Java
10176,CVE-2020-36397,CWE-79,lavalite,lavalite,github,framework,PHP
10177,CVE-2020-36334,CWE-352,themegrill,themegrill_demo_importer,github,extension,PHP
10178,CVE-2020-36395,CWE-79,lavalite,lavalite,github,framework,PHP
10179,CVE-2020-36382,CWE-617,openvpn,openvpn_access_server,gem,server,Ruby
10180,CVE-2020-36396,CWE-79,lavalite,lavalite,github,framework,PHP
10181,CVE-2020-36384,CWE-79,pagelayer,pagelayer,github,extension,PHP
10182,CVE-2020-36383,CWE-79,pagelayer,pagelayer,github,extension,PHP
10183,CVE-2020-36326,CWE-502,wordpress,wordpress,github,web_app,PHP
10184,CVE-2020-36333,CWE-306,themegrill,themegrill_demo_importer,github,extension,PHP
10185,CVE-2020-36399,CWE-79,phplist,phplist,github,web_app,PHP
10186,CVE-2020-36398,CWE-79,phplist,phplist,github,web_app,PHP
10187,CVE-2020-11811,CWE-434,qdpm,qdpm,github,web_app,PHP
10188,CVE-2020-11886,CWE-89,opennms,horizon,github,server,Java
10189,CVE-2020-11894,CWE-125,libming,libming,github,framework,C
10190,CVE-2020-11869,CWE-190,qemu,qemu,github,utility,C
10191,CVE-2020-11878,CWE-798,jitsi,meet,github,utility,TypeScript
10192,CVE-2020-11887,CWE-79,svg2png_project,svg2png,github,framework,JavaScript
10193,CVE-2020-11872,CWE-327,bluetrace,opentrace,github,utility,TypeScript
10194,CVE-2020-11868,CWE-346,ntp,ntp,github,utility,C
10195,CVE-2020-11883,CWE-209,divante,storefront-api,github,web_app,TypeScript
10196,CVE-2020-11895,CWE-125,libming,libming,github,framework,C
10197,CVE-2020-11807,CWE-434,sourcefabric,newscoop,github,web_app,PHP
10198,CVE-2020-8549,CWE-79,wpchill,strong_testimonials,github,extension,PHP
10199,CVE-2020-8567,CWE-22,google,secret_manager_provider_for_secret_store_csi_driver,github,utility,Go
10200,CVE-2020-8596,CWE-89,xnau,participants_database,github,extension,PHP
10201,CVE-2020-8518,CWE-94,horde,groupware,github,web_app,PHP
10202,CVE-2020-19697,CWE-79,ipandao,editor.md,github,framework,JavaScript
10203,CVE-2020-19698,CWE-79,ipandao,editor.md,github,framework,JavaScript
10204,CVE-2020-19692,CWE-120,nginx,njs,github,framework,C
10205,CVE-2020-19678,CWE-22,pfsense,pfsense,github,server,PHP
10206,CVE-2020-19660,CWE-79,ipandao,editor.md,github,framework,JavaScript
10207,CVE-2020-19626,CWE-79,craftcms,craft_cms,github,web_app,PHP
10208,CVE-2020-19695,CWE-120,nginx,njs,github,framework,C
10209,CVE-2020-19672,CWE-434,niushop,niushop,github,web_app,JavaScript
10210,CVE-2020-19667,CWE-787,imagemagick,imagemagick,github,utility,C
10211,CVE-2020-19670,CWE-306,niushop,niushop,github,web_app,JavaScript
10212,CVE-2020-21814,CWE-787,gnu,libredwg,github,framework,C
10213,CVE-2020-21830,CWE-787,gnu,libredwg,github,framework,C
10214,CVE-2020-21836,CWE-787,gnu,libredwg,github,framework,C
10215,CVE-2020-21818,CWE-787,gnu,libredwg,github,framework,C
10216,CVE-2020-21833,CWE-787,gnu,libredwg,github,framework,C
10217,CVE-2020-21840,CWE-787,gnu,libredwg,github,framework,C
10218,CVE-2020-21815,CWE-476,gnu,libredwg,github,framework,C
10219,CVE-2020-21808,CWE-89,nukeviet,nukeviet,github,web_app,PHP
10220,CVE-2020-21809,CWE-89,nukeviet,nukeviet,github,web_app,PHP
10221,CVE-2020-21835,CWE-476,gnu,libredwg,github,framework,C
10222,CVE-2020-21838,CWE-787,gnu,libredwg,github,framework,C
10223,CVE-2020-21831,CWE-787,gnu,libredwg,github,framework,C
10224,CVE-2020-21842,CWE-787,gnu,libredwg,github,framework,C
10225,CVE-2020-21834,CWE-476,gnu,libredwg,github,framework,C
10226,CVE-2020-21843,CWE-787,gnu,libredwg,github,framework,C
10227,CVE-2020-21816,CWE-787,gnu,libredwg,github,framework,C
10228,CVE-2020-21841,CWE-787,gnu,libredwg,github,framework,C
10229,CVE-2020-21819,CWE-787,gnu,libredwg,github,framework,C
10230,CVE-2020-21817,CWE-476,gnu,libredwg,github,framework,C
10231,CVE-2020-21813,CWE-787,gnu,libredwg,github,framework,C
10232,CVE-2020-21827,CWE-787,gnu,libredwg,github,framework,C
10233,CVE-2020-21839,CWE-401,gnu,libredwg,github,framework,C
10234,CVE-2020-21832,CWE-787,gnu,libredwg,github,framework,C
10235,CVE-2020-27197,CWE-918,eclecticiq,opentaxii,github,framework,Python
10236,CVE-2020-27196,CWE-787,lightbend,play_framework,github,framework,Scala
10237,CVE-2020-27174,CWE-401,amazon,firecracker,github,utility,Rust
10238,CVE-2020-15999,CWE-787,freetype,freetype,github,framework,C
10239,CVE-2020-15954,CWE-319,kde,kmail,github,utility,C++
10240,CVE-2020-15930,CWE-79,joplin_project,joplin,github,library,TypeScript
10241,CVE-2020-15907,CWE-79,mahara,mahara,github,web_app,PHP
10242,CVE-2020-15906,CWE-307,tiki,tiki,github,web_app,PHP
10243,CVE-2020-15926,CWE-79,rocket.chat,rocket.chat,github,utility,TypeScript
10244,CVE-2020-15957,CWE-347,dp3t-backend-software_development_kit_project,dp3t-backend-software_development_kit,github,framework,Java
10245,CVE-2020-8816,CWE-78,pi-hole,pi-hole,github,server,JavaScript
10246,CVE-2020-8865,CWE-22,horde,groupware,github,web_app,PHP
10247,CVE-2020-8802,CWE-89,salesagility,suitecrm,github,framework,PHP
10248,CVE-2020-8897,CWE-327,amazon,aws_encryption_sdk,github,library,C
10249,CVE-2020-8821,CWE-79,webmin,webmin,github,web_app,HTML
10250,CVE-2020-8818,CWE-346,cardgate,cardgate_payments,github,extension,PHP
10251,CVE-2020-8825,CWE-79,vanillaforums,vanilla,github,web_app,PHP
10252,CVE-2020-8841,CWE-89,testlink,testlink,github,framework,PHP
10253,CVE-2020-8811,CWE-862,bludit,bludit,github,web_app,JavaScript
10254,CVE-2020-8801,CWE-502,salesagility,suitecrm,github,framework,PHP
10255,CVE-2020-8803,CWE-22,salesagility,suitecrm,github,framework,PHP
10256,CVE-2020-8866,CWE-434,horde,groupware,github,web_app,PHP
10257,CVE-2020-8804,CWE-89,salesagility,suitecrm,github,framework,PHP
10258,CVE-2020-8840,CWE-502,fasterxml,jackson-databind,github,framework,Java
10259,CVE-2020-8812,CWE-79,bludit,bludit,github,web_app,JavaScript
10260,CVE-2020-8820,CWE-79,webmin,webmin,github,web_app,HTML
10261,CVE-2020-8819,CWE-346,cardgate,cardgate_payments,github,extension,PHP
10262,CVE-2020-8813,CWE-78,opmantek,open-audit,github,utility,PHP
10263,CVE-2020-8890,CWE-367,misp,misp,github,web_app,PHP
10264,CVE-2020-2098,CWE-352,jenkins,sounds,github,library,Java
10265,CVE-2020-2095,CWE-522,jenkins,redgate_sql_change_automation,github,library,Java
10266,CVE-2020-2090,CWE-352,jenkins,amazon_ec2,github,library,Java
10267,CVE-2020-2094,CWE-862,jenkins,health_advisor_by_cloudbees,github,library,Java
10268,CVE-2020-2092,CWE-611,jenkins,robot_framework,github,library,HTML
10269,CVE-2020-2091,CWE-862,jenkins,amazon_ec2,github,library,Java
10270,CVE-2020-2096,CWE-79,jenkins,gitlab_hook,github,library,Ruby
10271,CVE-2020-2093,CWE-352,jenkins,health_advisor_by_cloudbees,github,library,Java
10272,CVE-2020-2097,CWE-863,jenkins,sounds,github,library,Java
10273,CVE-2020-18713,CWE-89,rockoa,rockoa,github,server,PHP
10274,CVE-2020-18701,CWE-863,talelin,lin-cms-flask,github,web_app,Python
10275,CVE-2020-18716,CWE-89,rockoa,rockoa,github,server,PHP
10276,CVE-2020-18766,CWE-79,antsword_project,antsword,github,utility,JavaScript
10277,CVE-2020-18750,CWE-120,flowpaper,pdf2json,github,framework,C++
10278,CVE-2020-18714,CWE-89,rockoa,rockoa,github,server,PHP
10279,CVE-2020-23630,CWE-89,zzcms,zzcms,github,web_app,PHP
10280,CVE-2020-23655,CWE-79,naviwebs,navigatecms,github,web_app,PHP
10281,CVE-2020-23656,CWE-79,naviwebs,navigatecms,github,web_app,PHP
10282,CVE-2020-23644,CWE-79,jizhicms,jizhicms,github,web_app,PHP
10283,CVE-2020-23643,CWE-79,jizhicms,jizhicms,github,web_app,PHP
10284,CVE-2020-23654,CWE-79,naviwebs,navigatecms,github,web_app,PHP
10285,CVE-2020-23657,CWE-79,naviwebs,navigatecms,github,web_app,PHP
10286,CVE-2020-23658,CWE-79,php-fusion,php-fusion,github,web_app,PHP
10287,CVE-2020-28947,CWE-79,misp,misp,github,web_app,PHP
10288,CVE-2020-28957,CWE-79,froxlor,froxlor,github,utility,PHP
10289,CVE-2020-28972,CWE-295,saltstack,salt,github,framework,Python
10290,CVE-2020-28948,CWE-502,php,archive_tar,github,library,PHP
10291,CVE-2020-28916,CWE-835,qemu,qemu,github,utility,C
10292,CVE-2020-28954,CWE-116,bigbluebutton,bigbluebutton,github,server,JavaScript
10293,CVE-2020-23310,CWE-617,jerryscript,jerryscript,github,utility,C
10294,CVE-2020-23376,CWE-352,5none,nonecms,github,web_app,JavaScript
10295,CVE-2020-23373,CWE-79,5none,nonecms,github,web_app,JavaScript
10296,CVE-2020-23312,CWE-617,jerryscript,jerryscript,github,utility,C
10297,CVE-2020-23319,CWE-617,jerryscript,jerryscript,github,utility,C
10298,CVE-2020-23374,CWE-79,5none,nonecms,github,web_app,JavaScript
10299,CVE-2020-23334,CWE-787,axiosys,bento4,github,framework,C++
10300,CVE-2020-23311,CWE-617,jerryscript,jerryscript,github,utility,C
10301,CVE-2020-23371,CWE-79,5none,nonecms,github,web_app,JavaScript
10302,CVE-2020-23303,CWE-787,jerryscript,jerryscript,github,utility,C
10303,CVE-2020-23320,CWE-617,jerryscript,jerryscript,github,utility,C
10304,CVE-2020-23308,CWE-617,jerryscript,jerryscript,github,utility,C
10305,CVE-2020-23331,CWE-476,axiosys,bento4,github,framework,C++
10306,CVE-2020-23309,CWE-617,jerryscript,jerryscript,github,utility,C
10307,CVE-2020-23332,CWE-787,axiosys,bento4,github,framework,C++
10308,CVE-2020-23321,CWE-787,jerryscript,jerryscript,github,utility,C
10309,CVE-2020-23333,CWE-787,axiosys,bento4,github,framework,C++
10310,CVE-2020-23342,CWE-352,anchorcms,anchor_cms,github,web_app,PHP
10311,CVE-2020-23306,CWE-787,jerryscript,jerryscript,github,utility,C
10312,CVE-2020-23302,CWE-416,jerryscript,jerryscript,github,utility,C
10313,CVE-2020-23363,CWE-352,verydows,verydows,github,web_app,PHP
10314,CVE-2020-23341,CWE-79,atutor,atutor,github,web_app,PHP
10315,CVE-2020-23322,CWE-617,jerryscript,jerryscript,github,utility,C
10316,CVE-2020-23314,CWE-617,jerryscript,jerryscript,github,utility,C
10317,CVE-2020-23370,CWE-79,yzmcms,yzmcms,github,web_app,PHP
10318,CVE-2020-23330,CWE-476,axiosys,bento4,github,framework,C++
10319,CVE-2020-23323,CWE-787,jerryscript,jerryscript,github,utility,C
10320,CVE-2020-23313,CWE-617,jerryscript,jerryscript,github,utility,C
10321,CVE-2020-23369,CWE-79,yzmcms,yzmcms,github,web_app,PHP
10322,CVE-2020-18325,CWE-79,intelliants,subrion_cms,github,web_app,PHP
10323,CVE-2020-18326,CWE-352,intelliants,subrion_cms,github,web_app,PHP
10324,CVE-2020-18324,CWE-79,intelliants,subrion_cms,github,web_app,PHP
10325,CVE-2020-18327,CWE-79,alfresco,alfresco,github,extension,PHP
10326,CVE-2020-8034,CWE-79,horde,groupware,github,web_app,PHP
10327,CVE-2020-8089,CWE-79,piwigo,piwigo,github,web_app,PHP
10328,CVE-2020-8091,CWE-79,typo3,typo3,github,web_app,PHP
10329,CVE-2020-8035,CWE-79,horde,groupware,github,web_app,PHP
10330,CVE-2020-10643,CWE-79,osisoft,pi_vision,github,utility,JavaScript
10331,CVE-2020-10614,CWE-79,osisoft,pi_vision,github,utility,JavaScript
10332,CVE-2020-10650,CWE-502,fasterxml,jackson-databind,github,framework,Java
10333,CVE-2020-10684,CWE-862,redhat,openstack,github,library,Python
10334,CVE-2020-10626,CWE-427,fazecast,jserialcomm,github,framework,C
10335,CVE-2020-10696,CWE-22,redhat,openshift_container_platform,github,library,HCL
10336,CVE-2020-10660,CWE-276,hashicorp,vault,github,server,Go
10337,CVE-2020-10685,CWE-459,redhat,openstack,github,library,Python
10338,CVE-2020-27409,CWE-79,os4ed,opensis,github,web_app,PHP
10339,CVE-2020-27408,CWE-640,os4ed,opensis,github,web_app,PHP
10340,CVE-2020-27428,CWE-79,mit,scratch-svg-renderer,github,library,JavaScript
10341,CVE-2020-8264,CWE-79,rubyonrails,rails,gem,library,Ruby
10342,CVE-2020-8296,CWE-521,nextcloud,nextcloud_server,github,server,PHP
10343,CVE-2020-8242,CWE-89,expressionengine,expressionengine,github,web_app,PHP
10344,CVE-2020-8226,CWE-918,phpbb,phpbb,github,web_app,PHP
10345,CVE-2020-8294,CWE-79,nextcloud,nextcloud_server,github,server,PHP
10346,CVE-2020-8215,CWE-120,automattic,canvas,github,library,JavaScript
10347,CVE-2020-8278,CWE-863,nextcloud,social,github,extension,PHP
10348,CVE-2020-8280,CWE-79,nextcloud,contacts,github,extension,JavaScript
10349,CVE-2020-8279,CWE-295,nextcloud,social,github,extension,PHP
10350,CVE-2020-8292,CWE-79,rocket.chat,rocket.chat,github,utility,TypeScript
10351,CVE-2020-8202,CWE-307,nextcloud,preferred_providers,github,extension,JavaScript
10352,CVE-2020-8259,CWE-522,nextcloud,nextcloud_server,github,server,PHP
10353,CVE-2020-8228,CWE-307,nextcloud,preferred_providers,github,extension,JavaScript
10354,CVE-2020-8297,CWE-639,nextcloud,deck,github,extension,JavaScript
10355,CVE-2020-8214,CWE-22,servey_project,servey,github,library,JavaScript
10356,CVE-2020-8268,CWE-471,json8-merge-patch_project,json8-merge-patch,github,library,JavaScript
10357,CVE-2020-8281,CWE-79,nextcloud,contacts,github,extension,JavaScript
10358,CVE-2020-8235,CWE-639,nextcloud,deck,github,extension,JavaScript
10359,CVE-2020-8291,CWE-79,rocket.chat,rocket.chat,github,utility,TypeScript
10360,CVE-2020-8288,CWE-79,rocket.chat,rocket.chat,github,utility,TypeScript
10361,CVE-2020-8205,CWE-918,transloadit,uppy,github,library,TypeScript
10362,CVE-2020-10562,CWE-434,devome,grr,github,web_app,PHP
10363,CVE-2020-10544,CWE-79,primetek,primefaces,github,framework,Java
10364,CVE-2020-10568,CWE-352,onthegosystems,sitepress-multilingual-cms,github,extension,PHP
10365,CVE-2020-10560,CWE-338,opensource-socialnetwork,open_source_social_network,github,web_app,PHP
10366,CVE-2020-10534,CWE-863,mediawiki,mediawiki,github,framework,PHP
10367,CVE-2020-10564,CWE-22,iptanus,wordpress_file_upload,github,extension,PHP
10368,CVE-2020-10563,CWE-89,devome,grr,github,web_app,PHP
10369,CVE-2020-10571,CWE-754,psd-tools_project,psd-tools,github,framework,Python
10370,CVE-2020-10531,CWE-190,icu-project,international_components_for_unicode,github,framework,C++
10371,CVE-2020-1696,CWE-79,dogtagpki,dogtagpki,github,utility,Java
10372,CVE-2020-1694,CWE-732,redhat,keycloak,github,library,Java
10373,CVE-2020-1697,CWE-79,redhat,keycloak,github,library,Java
10374,CVE-2020-1698,CWE-532,redhat,keycloak,github,library,Java
10375,CVE-2020-28243,CWE-77,saltstack,salt,github,framework,Python
10376,CVE-2020-28271,CWE-1321,deephas_project,deephas,github,library,JavaScript
10377,CVE-2020-28249,CWE-79,joplin_project,joplin,github,library,TypeScript
10378,CVE-2020-28268,CWE-1321,controlled-merge_project,controlled-merge,github,library,JavaScript
10379,CVE-2020-28208,CWE-203,rocket.chat,rocket.chat,github,utility,TypeScript
10380,CVE-2020-27385,CWE-22,flexdotnetcms_project,flexdotnetcms,github,web_app,C#
10381,CVE-2020-27356,CWE-79,debug_meta_data_project,debug_meta_data,github,extension,PHP
10382,CVE-2020-27388,CWE-79,yourls,yourls,github,utility,PHP
10383,CVE-2020-27387,CWE-434,horizontcms_project,horizontcms,github,web_app,JavaScript
10384,CVE-2020-27344,CWE-79,cminds,cm_download_manager,github,extension,PHP
10385,CVE-2020-27397,CWE-434,projectworlds,online_matrimonial_project,github,web_app,PHP
10386,CVE-2020-27386,CWE-434,flexdotnetcms_project,flexdotnetcms,github,web_app,C#
10387,CVE-2020-7679,CWE-1321,casperjs,casperjs,gem,framework,Ruby
10388,CVE-2020-7687,CWE-22,fast-http_project,fast-http,github,library,JavaScript
10389,CVE-2020-7645,CWE-78,google,chrome-launcher,github,library,TypeScript
10390,CVE-2020-7652,CWE-22,synk,broker,github,server,TypeScript
10391,CVE-2020-7639,CWE-1321,dot_project,dot,github,library,JavaScript
10392,CVE-2020-7673,CWE-94,node-extend_project,node-extend,npm,library,JavaScript
10393,CVE-2020-7684,CWE-22,rollup-plugin-serve_project,rollup-plugin-serve,github,library,JavaScript
10394,CVE-2020-7643,CWE-1321,idea,paypal-adaptive,github,library,JavaScript
10395,CVE-2020-7651,CWE-22,synk,broker,github,server,TypeScript
10396,CVE-2020-7682,CWE-22,marked-tree_project,marked-tree,github,library,JavaScript
10397,CVE-2020-7654,CWE-532,synk,broker,github,server,TypeScript
10398,CVE-2020-7680,CWE-79,docsifyjs,docsify,github,library,JavaScript
10399,CVE-2020-7670,CWE-444,ohler,agoo,gem,framework,Ruby
10400,CVE-2020-7626,CWE-78,karma-mojo_project,karma-mojo,github,library,JavaScript
